gid	ontology	goid	desc
mikado.CAAJIE010000244.1G35	MF	0008270	zinc ion binding
mikado.CAAJIE010000248.1G1	BP	0007155	cell adhesion
mikado.CAAJIE010000248.1G1	BP	0007229	integrin-mediated signaling pathway
mikado.CAAJIE010000248.1G1	CC	0070161	anchoring junction
mikado.CAAJIE010000266.1G13	BP	0150077	regulation of neuroinflammatory response
mikado.CAAJIE010000266.1G13	CC	0016020	membrane
mikado.CAAJIE010000266.1G13	MF	0038023	signaling receptor activity
mikado.CAAJIE010000358.1G1	MF	0022857	transmembrane transporter activity
mikado.CAAJIE010000392.1G1	CC	0016020	membrane
mikado.CAAJIE010000392.1G1	MF	0003677	DNA binding
mikado.CAAJIE010000425.1G14	BP	0016579	protein deubiquitination
mikado.CAAJIE010000425.1G14	CC	0016020	membrane
mikado.CAAJIE010000425.1G14	MF	0004843	cysteine-type deubiquitinase activity
mikado.CAAJIE010000425.1G14	MF	0016787	hydrolase activity
mikado.CAAJIE010000425.1G8	CC	0005634	nucleus
mikado.CAAJIE010000425.1G8	CC	0005737	cytoplasm
mikado.CAAJIE010000425.1G8	MF	0046872	metal ion binding
mikado.CAAJIE010000436.1G5	BP	0045893	positive regulation of DNA-templated transcription
mikado.CAAJIE010000436.1G5	CC	0005634	nucleus
mikado.CAAJIE010000436.1G5	MF	0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding
mikado.CAAJIE010000490.1G16	BP	0007178	transmembrane receptor protein serine/threonine kinase signaling pathway
mikado.CAAJIE010000490.1G16	CC	0016020	membrane
mikado.CAAJIE010000490.1G16	MF	0004675	transmembrane receptor protein serine/threonine kinase activity
mikado.CAAJIE010000490.1G16	MF	0005524	ATP binding
mikado.CAAJIE010000490.1G19	BP	0006313	DNA transposition
mikado.CAAJIE010000490.1G19	BP	0015074	DNA integration
mikado.CAAJIE010000490.1G19	MF	0003677	DNA binding
mikado.CAAJIE010000490.1G21	MF	0003676	nucleic acid binding
mikado.CAAJIE010000501.1G2	CC	0005829	cytosol
mikado.CAAJIE010000533.1G6	CC	0016020	membrane
mikado.CAAJIE010000533.1G6	MF	0004620	phospholipase activity
mikado.CAAJIE010000537.1G1	BP	0006278	RNA-templated DNA biosynthetic process
mikado.CAAJIE010000537.1G1	MF	0003964	RNA-directed DNA polymerase activity
mikado.CAAJIE010000548.1G9	BP	0006351	DNA-templated transcription
mikado.CAAJIE010000548.1G9	BP	0006355	regulation of DNA-templated transcription
mikado.CAAJIE010000548.1G9	CC	0005634	nucleus
mikado.CAAJIE010000548.1G9	MF	0003677	DNA binding
mikado.CAAJIE010000558.1G18	BP	0042981	regulation of apoptotic process
mikado.CAAJIE010000558.1G18	BP	1904888	cranial skeletal system development
mikado.CAAJIE010000560.1G22	BP	0055085	transmembrane transport
mikado.CAAJIE010000560.1G22	CC	0016020	membrane
mikado.CAAJIE010000560.1G22	MF	0005524	ATP binding
mikado.CAAJIE010000560.1G22	MF	0140359	ABC-type transporter activity
mikado.CAAJIE010000581.1G1	BP	0030512	negative regulation of transforming growth factor beta receptor signaling pathway
mikado.CAAJIE010000581.1G1	CC	0031901	early endosome membrane
mikado.CAAJIE010000581.1G1	MF	0070412	R-SMAD binding
mikado.CAAJIE010000584.1G1	CC	0016020	membrane
mikado.CAAJIE010000598.1G2	MF	0003676	nucleic acid binding
mikado.CAAJIE010000607.1G10	BP	0007605	sensory perception of sound
mikado.CAAJIE010000607.1G10	BP	0030111	regulation of Wnt signaling pathway
mikado.CAAJIE010000607.1G10	BP	0048813	dendrite morphogenesis
mikado.CAAJIE010000607.1G10	BP	0060271	cilium assembly
mikado.CAAJIE010000607.1G10	CC	0005829	cytosol
mikado.CAAJIE010000607.1G10	CC	0005874	microtubule
mikado.CAAJIE010000623.1G3	BP	0007155	cell adhesion
mikado.CAAJIE010000623.1G3	CC	0005923	bicellular tight junction
mikado.CAAJIE010000623.1G3	CC	0016020	membrane
mikado.CAAJIE010000623.1G3	CC	0071944	cell periphery
mikado.CAAJIE010000635.1G1	MF	0001540	amyloid-beta binding
mikado.CAAJIE010000665.1G1	CC	0016020	membrane
mikado.CAAJIE010000665.1G1	MF	0005044	scavenger receptor activity
mikado.CAAJIE010000683.1G1	BP	0007165	signal transduction
mikado.CAAJIE010000683.1G1	CC	0000159	protein phosphatase type 2A complex
mikado.CAAJIE010000683.1G1	MF	0019888	protein phosphatase regulator activity
mikado.CAAJIE010000692.1G2	CC	0016020	membrane
mikado.CAAJIE010000697.1G1	MF	0003697	single-stranded DNA binding
mikado.CAAJIE010000701.1G6	BP	0006508	proteolysis
mikado.CAAJIE010000701.1G6	BP	0048856	anatomical structure development
mikado.CAAJIE010000701.1G6	CC	0016020	membrane
mikado.CAAJIE010000701.1G6	MF	0004222	metalloendopeptidase activity
mikado.CAAJIE010000701.1G6	MF	0046872	metal ion binding
mikado.CAAJIE010000729.1G3	BP	0006325	chromatin organization
mikado.CAAJIE010000729.1G3	CC	0000785	chromatin
mikado.CAAJIE010000729.1G3	MF	0031492	nucleosomal DNA binding
mikado.CAAJIE010000772.1G1	BP	0006071	glycerol metabolic process
mikado.CAAJIE010000772.1G1	BP	0019432	triglyceride biosynthetic process
mikado.CAAJIE010000772.1G1	CC	0005789	endoplasmic reticulum membrane
mikado.CAAJIE010000772.1G1	MF	0008374	O-acyltransferase activity
mikado.CAAJIE010000779.1G2	MF	0003677	DNA binding
mikado.CAAJIE010000779.1G2	MF	0046872	metal ion binding
mikado.CAAJIE010000797.1G1	CC	0016020	membrane
mikado.CAAJIE010000797.1G1	MF	0016874	ligase activity
mikado.CAAJIE010000797.1G1	MF	0046983	protein dimerization activity
mikado.CAAJIE010000800.1G2	CC	0016020	membrane
mikado.CAAJIE010000800.1G2	MF	0003677	DNA binding
mikado.CAAJIE010000803.1G2	BP	0006511	ubiquitin-dependent protein catabolic process
mikado.CAAJIE010000803.1G2	CC	0016020	membrane
mikado.CAAJIE010000803.1G2	MF	0004197	cysteine-type endopeptidase activity
mikado.CAAJIE010000812.1G47	CC	0016020	membrane
mikado.CAAJIE010000813.1G2	BP	0009790	embryo development
mikado.CAAJIE010000813.1G2	CC	0005634	nucleus
mikado.CAAJIE010000813.1G2	MF	0046983	protein dimerization activity
mikado.CAAJIE010000841.1G1	BP	0006508	proteolysis
mikado.CAAJIE010000841.1G1	MF	0008236	serine-type peptidase activity
mikado.CAAJIE010000855.1G1	BP	0001503	ossification
mikado.CAAJIE010000855.1G1	BP	0051216	cartilage development
mikado.CAAJIE010000855.1G1	CC	0016020	membrane
mikado.CAAJIE010000855.1G1	CC	0016459	myosin complex
mikado.CAAJIE010000855.1G1	MF	0003682	chromatin binding
mikado.CAAJIE010000856.1G2	CC	0016020	membrane
mikado.CAAJIE010000879.1G1	BP	0031396	regulation of protein ubiquitination
mikado.CAAJIE010000906.1G1	BP	0006355	regulation of DNA-templated transcription
mikado.CAAJIE010000906.1G1	BP	0007165	signal transduction
mikado.CAAJIE010000906.1G1	MF	0003700	DNA-binding transcription factor activity
mikado.CAAJIE010000913.1G2	CC	0031514	motile cilium
mikado.CAAJIE010000921.1G6	CC	0005886	plasma membrane
mikado.CAAJIE010000944.1G60	BP	0045880	positive regulation of smoothened signaling pathway
mikado.CAAJIE010000944.1G60	BP	1902017	regulation of cilium assembly
mikado.CAAJIE010000944.1G60	CC	0060091	kinocilium
mikado.CAAJIE010000944.1G60	CC	0072686	mitotic spindle
mikado.CAAJIE010000975.1G104	BP	0055085	transmembrane transport
mikado.CAAJIE010000975.1G104	CC	0016020	membrane
mikado.CAAJIE010000975.1G104	MF	0005085	guanyl-nucleotide exchange factor activity
mikado.CAAJIE010001002.1G1	CC	0016020	membrane
mikado.CAAJIE010001004.1G2	CC	0016020	membrane
mikado.CAAJIE010001013.1G1	BP	0006974	DNA damage response
mikado.CAAJIE010001013.1G1	CC	0016020	membrane
mikado.CAAJIE010001013.1G1	MF	0003676	nucleic acid binding
mikado.CAAJIE010001045.1G2	CC	0005634	nucleus
mikado.CAAJIE010001045.1G2	CC	0005737	cytoplasm
mikado.CAAJIE010001045.1G2	CC	0016020	membrane
mikado.CAAJIE010001070.1G2	CC	0016020	membrane
mikado.CAAJIE010001102.1G1	CC	0016020	membrane
mikado.CAAJIE010001126.1G1	MF	0003676	nucleic acid binding
mikado.CAAJIE010001129.1G18	CC	0005634	nucleus
mikado.CAAJIE010001149.1G1	CC	0016020	membrane
mikado.CAAJIE010001167.1G1	BP	0006313	DNA transposition
mikado.CAAJIE010001167.1G1	BP	0015074	DNA integration
mikado.CAAJIE010001167.1G1	MF	0003677	DNA binding
mikado.CAAJIE010001190.1G3	CC	0016020	membrane
mikado.CAAJIE010001245.1G1	BP	0006397	mRNA processing
mikado.CAAJIE010001245.1G1	CC	0005634	nucleus
mikado.CAAJIE010001245.1G1	MF	0003723	RNA binding
mikado.CAAJIE010001337.1G11	BP	0001708	cell fate specification
mikado.CAAJIE010001337.1G11	BP	0006357	regulation of transcription by RNA polymerase II
mikado.CAAJIE010001337.1G11	BP	0007420	brain development
mikado.CAAJIE010001337.1G11	BP	0009952	anterior/posterior pattern specification
mikado.CAAJIE010001337.1G11	BP	0045666	positive regulation of neuron differentiation
mikado.CAAJIE010001337.1G11	BP	0045746	negative regulation of Notch signaling pathway
mikado.CAAJIE010001337.1G11	BP	0045892	negative regulation of DNA-templated transcription
mikado.CAAJIE010001337.1G11	CC	0005581	collagen trimer
mikado.CAAJIE010001337.1G11	CC	0005634	nucleus
mikado.CAAJIE010001337.1G11	MF	0000981	DNA-binding transcription factor activity, RNA polymerase II-specific
mikado.CAAJIE010001337.1G11	MF	0001067	transcription regulatory region nucleic acid binding
mikado.CAAJIE010001337.1G11	MF	0003677	DNA binding
mikado.CAAJIE010001337.1G11	MF	0003714	transcription corepressor activity
mikado.CAAJIE010001337.1G11	MF	0005201	extracellular matrix structural constituent
mikado.CAAJIE010001337.1G4	CC	0016020	membrane
mikado.CAAJIE010001337.1G4	MF	0003676	nucleic acid binding
mikado.CAAJIE010001348.1G3	CC	0016020	membrane
mikado.CAAJIE010001355.1G1	CC	0005856	cytoskeleton
